id,result
2453,positive
2454,neutral
2455,negative
2456,negative
2457,negative
2458,negative
2459,negative
2460,negative
2461,negative
2462,positive
2463,positive
2464,negative
2465,negative
2466,negative
2467,negative
2468,negative
2469,negative
2470,negative
2471,negative
2472,negative
2473,negative
2474,negative
2475,negative
2476,negative
2477,negative
2478,negative
2479,negative
2480,negative
2481,neutral
2482,negative
2483,negative
2484,neutral
2485,negative
2486,negative
2487,negative
2488,negative
2489,negative
2490,negative
2491,negative
2492,negative
2493,negative
2494,negative
2495,negative
2496,neutral
2497,negative
2498,negative
2499,negative
2500,negative
2501,negative
2502,negative
2503,negative
2504,negative
2505,negative
2506,neutral
2507,negative
2508,negative
2509,negative
2510,negative
2511,neutral
2512,negative
2513,negative
2514,negative
2515,negative
2516,neutral
2517,negative
2518,negative
2519,negative
2520,negative
2521,negative
2522,negative
2523,negative
2524,neutral
2525,negative
2526,negative
2527,negative
2528,negative
2529,negative
2530,positive
2531,negative
2532,negative
2533,negative
2534,negative
2535,negative
2536,negative
2537,positive
2538,neutral
2539,neutral
2540,positive
2541,negative
2542,neutral
2543,negative
2544,negative
2545,neutral
2546,negative
2547,negative
2548,negative
2549,negative
2550,positive
2551,negative
2552,negative
2553,negative
2554,negative
2555,negative
2556,negative
2557,negative
2558,negative
2559,neutral
2560,neutral
2561,negative
2562,negative
2563,negative
2564,negative
2565,negative
2566,negative
2567,negative
2568,negative
2569,negative
2570,positive
2571,negative
2572,negative
2573,negative
2574,negative
2575,positive
2576,negative
2577,negative
2578,positive
2579,negative
2580,negative
2581,negative
2582,neutral
2583,negative
2584,negative
2585,negative
2586,negative
2587,negative
2588,neutral
2589,neutral
2590,neutral
2591,negative
2592,negative
2593,negative
2594,neutral
2595,negative
2596,neutral
2597,negative
2598,negative
2599,negative
2600,negative
2601,negative
2602,positive
2603,negative
2604,negative
2605,negative
2606,negative
2607,negative
2608,negative
2609,negative
2610,negative
2611,negative
2612,negative
2613,negative
2614,negative
2615,neutral
2616,negative
2617,negative
2618,negative
2619,negative
2620,negative
2621,negative
2622,negative
2623,negative
2624,negative
2625,negative
2626,negative
2627,neutral
2628,negative
2629,negative
2630,negative
2631,positive
2632,negative
2633,negative
2634,negative
2635,negative
2636,negative
2637,negative
2638,negative
2639,negative
2640,negative
2641,negative
2642,negative
2643,positive
2644,negative
2645,negative
2646,negative
2647,negative
2648,negative
2649,negative
2650,negative
2651,negative
2652,negative
2653,negative
2654,negative
2655,negative
2656,negative
2657,negative
2658,negative
2659,negative
2660,negative
2661,negative
2662,positive
2663,negative
2664,negative
2665,negative
2666,neutral
2667,negative
2668,negative
2669,negative
2670,negative
2671,negative
2672,negative
2673,negative
2674,positive
2675,neutral
2676,negative
2677,negative
2678,positive
2679,negative
2680,negative
2681,negative
2682,negative
2683,negative
2684,positive
2685,negative
2686,negative
2687,negative
2688,positive
2689,negative
2690,negative
2691,negative
2692,negative
2693,negative
2694,neutral
2695,negative
2696,negative
2697,negative
2698,negative
2699,neutral
2700,negative
2701,negative
2702,negative
2703,negative
2704,negative
2705,negative
2706,negative
2707,negative
2708,positive
2709,negative
2710,negative
2711,negative
2712,negative
2713,negative
2714,negative
2715,negative
2716,negative
2717,positive
2718,positive
2719,negative
2720,negative
2721,negative
2722,negative
2723,negative
2724,negative
2725,negative
2726,negative
2727,negative
2728,negative
2729,negative
2730,negative
2731,negative
2732,negative
2733,negative
2734,neutral
2735,negative
2736,negative
2737,negative
2738,negative
2739,negative
2740,negative
2741,neutral
2742,neutral
2743,positive
2744,positive
2745,positive
2746,negative
2747,negative
2748,negative
2749,negative
2750,negative
2751,neutral
2752,negative
2753,negative
2754,negative
2755,negative
2756,negative
2757,negative
2758,negative
2759,negative
2760,positive
2761,negative
2762,negative
2763,negative
2764,negative
2765,negative
2766,negative
2767,negative
2768,negative
2769,negative
2770,negative
2771,neutral
2772,negative
2773,negative
2774,negative
2775,negative
2776,negative
2777,neutral
2778,negative
2779,positive
2780,negative
2781,negative
2782,negative
2783,positive
2784,negative
2785,neutral
2786,neutral
2787,positive
2788,negative
2789,negative
2790,negative
2791,negative
2792,negative
2793,negative
2794,positive
2795,neutral
2796,negative
2797,negative
2798,negative
2799,negative
2800,negative
2801,negative
2802,negative
2803,positive
2804,negative
2805,negative
2806,negative
2807,negative
2808,negative
2809,negative
2810,negative
2811,negative
2812,neutral
2813,neutral
2814,negative
2815,negative
2816,negative
2817,negative
2818,negative
2819,negative
2820,neutral
2821,negative
2822,negative
2823,negative
2824,negative
2825,negative
2826,negative
2827,negative
2828,negative
2829,negative
2830,negative
2831,negative
2832,negative
2833,negative
2834,negative
2835,negative
2836,negative
2837,neutral
2838,negative
2839,negative
2840,negative
2841,negative
2842,negative
2843,negative
2844,negative
2845,negative
2846,negative
2847,neutral
2848,neutral
2849,negative
2850,negative
2851,negative
2852,positive
2853,negative
2854,negative
2855,negative
2856,negative
2857,neutral
2858,negative
2859,neutral
2860,neutral
2861,negative
2862,positive
2863,negative
2864,negative
2865,negative
2866,neutral
2867,negative
2868,negative
2869,negative
2870,negative
2871,negative
2872,positive
2873,negative
2874,negative
2875,negative
2876,negative
2877,negative
2878,negative
2879,negative
2880,negative
2881,negative
2882,negative
2883,negative
2884,negative
2885,negative
2886,negative
2887,negative
2888,negative
2889,negative
2890,negative
2891,neutral
2892,negative
2893,negative
2894,negative
2895,negative
2896,negative
2897,neutral
2898,negative
2899,negative
2900,negative
2901,negative
2902,negative
2903,neutral
2904,negative
2905,negative
2906,negative
2907,negative
2908,negative
2909,negative
2910,neutral
2911,negative
2912,positive
2913,positive
2914,negative
2915,positive
2916,negative
2917,negative
2918,negative
2919,negative
2920,negative
2921,negative
2922,negative
2923,negative
2924,negative
2925,negative
2926,negative
2927,negative
2928,negative
2929,negative
2930,negative
2931,negative
2932,negative
2933,positive
2934,negative
2935,negative
2936,neutral
2937,negative
2938,neutral
2939,negative
2940,negative
2941,negative
2942,negative
2943,negative
2944,negative
2945,negative
2946,neutral
2947,positive
2948,negative
2949,negative
2950,positive
2951,negative
2952,negative
2953,negative
2954,negative
2955,negative
2956,negative
2957,neutral
2958,negative
2959,negative
2960,negative
2961,negative
2962,negative
2963,negative
2964,negative
2965,negative
2966,negative
2967,neutral
2968,negative
2969,negative
2970,positive
2971,positive
2972,negative
2973,neutral
2974,negative
2975,negative
2976,negative
2977,negative
2978,negative
2979,negative
2980,negative
2981,negative
2982,negative
2983,negative
2984,negative
2985,negative
2986,negative
2987,negative
2988,negative
2989,negative
2990,negative
2991,negative
2992,negative
2993,neutral
2994,neutral
2995,positive
2996,negative
2997,negative
2998,negative
2999,negative
3000,negative
3001,neutral
3002,positive
3003,neutral
3004,negative
3005,negative
3006,negative
3007,negative
3008,positive
3009,negative
3010,negative
3011,positive
3012,negative
3013,negative
3014,negative
3015,negative
3016,negative
3017,positive
3018,neutral
3019,negative
3020,negative
3021,negative
3022,negative
3023,negative
3024,negative
3025,negative
3026,negative
3027,negative
3028,negative
3029,negative
3030,negative
3031,negative
3032,neutral
3033,negative
3034,negative
3035,negative
3036,negative
3037,negative
3038,negative
3039,negative
3040,neutral
3041,neutral
3042,negative
3043,negative
3044,positive
3045,negative
3046,positive
3047,negative
3048,negative
3049,negative
3050,negative
3051,neutral
3052,negative
3053,negative
3054,negative
3055,negative
3056,neutral
3057,negative
3058,negative
3059,negative
3060,neutral
3061,negative
3062,negative
3063,negative
3064,negative
3065,negative
3066,negative
3067,positive
3068,negative
3069,negative
3070,negative
3071,negative
3072,negative
3073,negative
3074,neutral
3075,negative
3076,negative
3077,negative
3078,negative
3079,negative
3080,negative
3081,negative
3082,negative
3083,negative
3084,negative
3085,neutral
3086,negative
3087,negative
3088,negative
3089,negative
3090,negative
3091,negative
3092,negative
3093,neutral
3094,negative
3095,negative
3096,neutral
3097,negative
3098,negative
3099,neutral
3100,negative
3101,negative
3102,negative
3103,negative
3104,negative
3105,negative
3106,negative
3107,negative
3108,negative
3109,negative
3110,neutral
3111,negative
3112,negative
3113,neutral
3114,negative
3115,negative
3116,positive
3117,negative
3118,negative
3119,negative
3120,negative
3121,negative
3122,negative
3123,neutral
3124,neutral
3125,positive
3126,negative
3127,negative
3128,neutral
3129,negative
3130,negative
3131,negative
3132,negative
3133,positive
3134,negative
3135,negative
3136,negative
3137,negative
3138,negative
3139,negative
3140,negative
3141,negative
3142,negative
3143,negative
3144,neutral
3145,negative
3146,negative
3147,neutral
3148,negative
3149,positive
3150,negative
3151,negative
3152,negative
3153,negative
3154,negative
3155,negative
3156,negative
3157,negative
3158,neutral
3159,neutral
3160,negative
3161,neutral
3162,positive
3163,neutral
3164,negative
3165,negative
3166,neutral
3167,negative
3168,negative
3169,negative
3170,neutral
3171,negative
3172,negative
3173,negative
3174,negative
3175,negative
3176,negative
3177,negative
3178,negative
3179,neutral
3180,negative
3181,negative
3182,negative
3183,negative
3184,negative
3185,negative
3186,negative
3187,negative
3188,negative
3189,positive
3190,negative
3191,negative
3192,negative
3193,negative
3194,negative
3195,negative
3196,positive
3197,negative
3198,negative
3199,neutral
3200,negative
3201,negative
3202,negative
3203,negative
3204,negative
3205,negative
3206,negative
3207,negative
3208,negative
3209,neutral
3210,negative
3211,negative
3212,negative
3213,negative
3214,negative
3215,negative
3216,neutral
3217,negative
3218,neutral
3219,negative
3220,negative
3221,negative
3222,neutral
3223,positive
3224,negative
3225,negative
3226,negative
3227,positive
3228,positive
3229,negative
3230,negative
3231,negative
3232,negative
3233,negative
3234,negative
3235,negative
3236,negative
3237,negative
3238,negative
3239,negative
3240,negative
3241,negative
3242,negative
3243,negative
3244,negative
3245,negative
3246,positive
3247,negative
3248,neutral
3249,negative
3250,positive
3251,negative
3252,negative
3253,negative
3254,neutral
3255,negative
3256,negative
3257,negative
3258,negative
3259,neutral
3260,neutral
3261,negative
3262,negative
3263,negative
3264,positive
3265,negative
3266,negative
3267,negative
3268,negative
3269,negative
3270,neutral
3271,negative
3272,negative
3273,negative
3274,negative
3275,neutral
3276,negative
3277,negative
3278,negative
3279,negative
3280,neutral
3281,negative
3282,negative
3283,negative
3284,neutral
3285,neutral
3286,negative
3287,negative
3288,negative
3289,negative
3290,negative
3291,negative
3292,neutral
3293,negative
3294,negative
3295,negative
3296,negative
3297,negative
3298,negative
3299,negative
3300,neutral
3301,negative
3302,negative
3303,neutral
3304,negative
3305,negative
3306,negative
3307,negative
3308,negative
3309,negative
3310,negative
3311,negative
3312,neutral
3313,neutral
3314,negative
3315,negative
3316,negative
3317,negative
3318,negative
3319,negative
3320,negative
3321,negative
3322,negative
3323,negative
3324,negative
3325,negative
3326,negative
3327,positive
3328,neutral
3329,negative
3330,negative
3331,positive
3332,negative
3333,negative
3334,negative
3335,negative
3336,negative
3337,negative
3338,negative
3339,negative
3340,negative
3341,neutral
3342,neutral
3343,negative
3344,negative
3345,negative
3346,negative
3347,negative
3348,negative
3349,neutral
3350,negative
3351,negative
3352,negative
3353,negative
3354,negative
3355,negative
3356,negative
3357,negative
3358,negative
3359,negative
3360,negative
3361,negative
3362,negative
3363,negative
3364,negative
3365,negative
3366,negative
3367,negative
3368,negative
3369,negative
3370,neutral
3371,neutral
3372,negative
3373,neutral
3374,negative
3375,negative
3376,negative
3377,positive
3378,neutral
3379,neutral
3380,negative
3381,negative
3382,negative
3383,negative
3384,negative
3385,negative
3386,negative
3387,negative
3388,negative
3389,negative
3390,neutral
3391,negative
3392,negative
3393,positive
3394,negative
3395,negative
3396,negative
3397,negative
3398,positive
3399,neutral
3400,negative
3401,negative
3402,neutral
3403,negative
3404,negative
3405,negative
3406,negative
3407,negative
3408,positive
3409,negative
3410,negative
3411,negative
3412,negative
3413,negative
3414,negative
3415,negative
3416,negative
3417,neutral
3418,negative
3419,negative
3420,negative
3421,negative
3422,neutral
3423,negative
3424,positive
3425,negative
3426,negative
3427,neutral
3428,negative
3429,negative
3430,negative
3431,negative
3432,negative
3433,negative
3434,neutral
3435,negative
3436,negative
3437,negative
3438,negative
3439,negative
3440,negative
3441,negative
3442,negative
3443,negative
3444,negative
3445,negative
3446,negative
3447,negative
3448,negative
3449,negative
3450,negative
3451,negative
3452,negative
3453,negative
3454,negative
3455,negative
3456,neutral
3457,negative
3458,neutral
3459,negative
3460,negative
3461,negative
3462,negative
3463,negative
3464,negative
3465,negative
3466,negative
3467,negative
3468,negative
3469,neutral
3470,negative
3471,negative
3472,negative
3473,negative
3474,negative
3475,negative
3476,negative
3477,negative
3478,negative
3479,negative
3480,negative
3481,negative
3482,negative
3483,negative
3484,negative
3485,negative
3486,negative
3487,negative
3488,negative
3489,negative
3490,negative
3491,negative
3492,negative
3493,positive
3494,negative
3495,negative
3496,neutral
3497,negative
3498,neutral
3499,negative
3500,neutral
3501,negative
3502,negative
3503,negative
3504,negative
3505,negative
3506,negative
3507,negative
3508,negative
3509,negative
3510,negative
3511,negative
3512,negative
3513,neutral
3514,positive
3515,negative
3516,negative
3517,neutral
3518,negative
3519,neutral
3520,negative
3521,negative
3522,negative
3523,neutral
3524,negative
3525,negative
3526,negative
3527,negative
3528,negative
3529,negative
3530,negative
3531,negative
3532,negative
3533,negative
3534,negative
3535,positive
3536,negative
3537,neutral
3538,negative
3539,negative
3540,negative
3541,negative
3542,neutral
3543,positive
3544,negative
3545,negative
3546,negative
3547,negative
3548,negative
3549,negative
3550,negative
3551,negative
3552,negative
3553,negative
3554,negative
3555,negative
3556,negative
3557,negative
3558,negative
3559,negative
3560,negative
3561,negative
3562,negative
3563,neutral
3564,negative
3565,negative
3566,negative
3567,negative
3568,negative
3569,negative
3570,negative
3571,negative
3572,neutral
3573,negative
3574,positive
3575,negative
3576,negative
3577,neutral
3578,negative
3579,neutral
3580,negative
3581,negative
3582,negative
3583,positive
3584,neutral
3585,negative
3586,negative
3587,negative
3588,negative
3589,negative
3590,negative
3591,negative
3592,negative
3593,negative
3594,negative
3595,negative
3596,negative
3597,negative
3598,negative
3599,negative
3600,negative
3601,negative
3602,negative
3603,negative
3604,negative
3605,negative
3606,neutral
3607,negative
3608,negative
3609,negative
3610,negative
3611,negative
3612,negative
3613,negative
3614,negative
3615,negative
3616,negative
3617,neutral
3618,positive
3619,negative
3620,negative
3621,positive
3622,negative
3623,neutral
3624,negative
3625,negative
3626,neutral
3627,negative
3628,negative
3629,negative
3630,negative
3631,neutral
3632,negative
3633,neutral
3634,negative
3635,negative
3636,negative
3637,negative
3638,negative
3639,neutral
3640,negative
3641,negative
3642,negative
3643,neutral
3644,negative
3645,negative
3646,negative
3647,negative
3648,negative
3649,negative
3650,negative
3651,negative
3652,negative
3653,negative
3654,negative
3655,negative
3656,negative
3657,positive
3658,neutral
3659,negative
